SID,age,sex,experimenter,location,language,exclude,exclude_reason,trial,problem,num_answer,correct,notes,exclude_trial,exclude_trial_reason,double_coded
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,2,5+1,5,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,3,21+1,8,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,4,64+1,100,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,5,57+1,18,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,6,86+1,70,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,7,32+1,90,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,8,93+1,18,0,,,,SL
041218-EC,5.533196441,F,KG,FUMCCV,English,0,,9,20+1,90,0,,,,SL
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,1,1+1,2,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,2,5+1,6,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,3,21+1,22,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,4,64+1,65,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,5,57+1,58,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,6,86+1,87,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,7,32+1,83,0,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,8,93+1,94,1,,,,KG
041218-EF,5.311430527,F,RMS,FUMCCV,English,0,,9,20+1,21,1,,,,KG
041318-AA,4.791238877,F,KG,Ridge City,English,0,,1,1+1,2,1,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,2,5+1,4,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,3,21+1,3,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,4,64+1,4,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,5,57+1,5,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,6,86+1,3,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,7,32+1,4,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,8,93+1,1,0,,,,SL
041318-AA,4.791238877,F,KG,Ridge City,English,0,,9,20+1,8,0,,,,SL
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,1,1+1,2,1,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,2,5+1,IDK,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,3,21+1,IDK,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,4,64+1,IDK,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,5,57+1,60,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,6,86+1,60,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,7,32+1,30,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,8,93+1,90,0,,,,RMS
041318-AJ,4.47638604,M,SL,Ridge City,English,1,experimenter did not provide max number of prompts in HC,9,20+1,20,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",1,1+1,2,1,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",2,5+1,3,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",3,21+1,4,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",4,64+1,5,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",5,57+1,1,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",6,86+1,"""ya""",0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",7,32+1,6,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",8,93+1,6,0,,,,RMS
041318-RB,5.505817933,M,SL,Ridge City,English,1,"speech impediment, can't distinguish numbers in count list",9,20+1,7,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,1,1+1,2,1,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,2,5+1,6,1,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,3,21+1,2,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,4,64+1,5,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,5,57+1,8+1,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,6,86+1,7+1,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,7,32+1,33+1,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,8,93+1,94+1,0,,,,RMS
041818-AM,4.27104723,F,KG,Seaside,English,0,,9,20+1,20+2,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,1,1+1,2,1,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,2,5+1,3,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,3,21+1,2,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,4,64+1,94,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,5,57+1,8,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,6,86+1,2,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,7,32+1,3,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,8,93+1,2,0,,,,RMS
041818-DM,5.0349076,M,KG,Seaside,English,0,,9,20+1,51,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,1,1+1,2,1,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,2,5+1,6,1,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,3,21+1,5,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,4,64+1,6,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,5,57+1,7,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,6,86+1,9,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,7,32+1,10,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,8,93+1,5,0,,,,RMS
041818-G1,4.54757016,F,KG,Seaside,English,0,,9,20+1,6,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,1,1+1,2,1,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,2,5+1,IDK,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,3,21+1,22,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,4,64+1,64,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,5,57+1,68,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,6,86+1,IDK,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,7,32+1,IDK,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,8,93+1,4,0,,,,RMS
041818-OH,4.42984257,F,KG,Seaside,English,0,,9,20+1,40,0,,,,RMS
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,1,1+1,32,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,2,5+1,8,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,3,21+1,34,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,4,64+1,17,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,5,57+1,57,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,6,86+1,30,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,7,32+1,35,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,8,93+1,93,0,,,,KG
042018-AA,4.262833676,F,RMS,FUMCCV,English,0,,9,20+1,30,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,1,1+1,2,1,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,2,5+1,6,1,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,3,21+1,26,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,4,64+1,27,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,5,57+1,21,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,6,86+1,22,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,7,32+1,23,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,8,93+1,24,0,,,,KG
042018-AL,5.514031485,F,RMS,FUMCCV,English,0,,9,20+1,25,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,1,1+1,2,1,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,2,5+1,9,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,3,21+1,50,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,4,64+1,40,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,5,57+1,60,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,6,86+1,90,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,7,32+1,40,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,8,93+1,40,0,,,,KG
042018-DG,5.360711841,F,RMS,FUMCCV,English,0,,9,20+1,40,0,,,,KG
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,1,1+1,2,1,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,2,5+1,6,1,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,3,21+1,89,0,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,4,64+1,"81, 2, 2",0,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,5,57+1,68,0,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,6,86+1,80 balloon balloon,0,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,7,32+1,"65, 5, 8, 8 balloon balloon",0,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,8,93+1,"30 and 2 and balloon balloon and oh, oh",0,,,,SL
042018-IW,4.328542094,F,KG,FUMCCV,English,0,,9,20+1,"31, 1, 1, 2, 2",0,,,,SL
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,1,1+1,2,1,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,2,5+1,6,1,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,3,21+1,22,1,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,4,64+1,26,0,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,5,57+1,100,0,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,6,86+1,200,0,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,7,32+1,4,0,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,8,93+1,94,1,,,,KG
042018-JH,4.769336071,M,RMS,FUMCCV,English,0,,9,20+1,28,0,,,,KG
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,1,1+1,2,1,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,2,5+1,26,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,3,21+1,21,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,4,64+1,61,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,5,57+1,40,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,6,86+1,70,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,7,32+1,40,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,8,93+1,49,0,,,,SL
042018-ME,5.278576318,M,KG,FUMCCV,English,0,,9,20+1,46,0,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,1,1+1,2,1,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,2,5+1,6,1,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,3,21+1,22,1,experimenter error?: said what comes after 21+1 but then retested and kid answered correctly,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,4,64+1,65,1,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,5,57+1,IDK,0,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,6,86+1,87,1,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,7,32+1,33,1,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,8,93+1,IDK,0,,,,SL
042018-MM,5.106091718,M,KG,FUMCCV,English,0,,9,20+1,21,1,,,,SL
042418-HB,5.691991786,M,RMS,McKinley,English,0,,1,1+1,2,1,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,2,5+1,6,1,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,3,21+1,30,0,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,4,64+1,24,0,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,5,57+1,58,1,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,6,86+1,52,0,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,7,32+1,34,0,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,8,93+1,59,0,,,,KG
042418-HB,5.691991786,M,RMS,McKinley,English,0,,9,20+1,48,0,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,1,1+1,2,1,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,2,5+1,6,1,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,3,21+1,22,1,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,4,64+1,67,0,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,5,57+1,58,1,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,6,86+1,88,0,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,7,32+1,33,1,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,8,93+1,94,1,,,,KG
042418-IH,5.667351129,M,RMS,McKinley,English,0,,9,20+1,21,1,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,1,1+1,2,1,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,2,5+1,6,1,used fingers,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,3,21+1,3,0,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,4,64+1,9,0,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,5,57+1,10,0,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,6,86+1,9,0,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,7,32+1,3,0,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,8,93+1,4,0,,,,KG
042418-JK,5.656399726,F,RMS,McKinley,English,0,,9,20+1,3,0,,,,KG
042418-LC,5.44284736,M,KG,McKinley,English,0,,1,1+1,2,1,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,2,5+1,2,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,3,21+1,2,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,4,64+1,2,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,5,57+1,2,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,6,86+1,3,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,7,32+1,1,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,8,93+1,IDK,0,,,,RMS
042418-LC,5.44284736,M,KG,McKinley,English,0,,9,20+1,IDK,0,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,1,1+1,2,1,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,2,5+1,6,1,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,3,21+1,22,1,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,4,64+1,22,0,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,5,57+1,58,1,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,6,86+1,89,0,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,7,32+1,83,0,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,8,93+1,84,0,,,,RMS
042418-LF,5.56605065,F,KG,McKinley,English,0,,9,20+1,21,1,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,1,1+1,2,1,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,2,5+1,IDK,0,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,3,21+1,73,0,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,4,64+1,63,0,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,5,57+1,59,0,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,6,86+1,56,0,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,7,32+1,33,1,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,8,93+1,34,0,,,,RMS
042418-LL,5.69199179,M,KG,McKinley,English,0,,9,20+1,24,0,,,,RMS
042418-MB,5.442847365,F,KG,McKinley,English,0,,1,1+1,2,1,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,2,5+1,6,1,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,3,21+1,IDK,0,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,4,64+1,IDK,0,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,5,57+1,IDK,0,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,6,86+1,IDK,0,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,7,32+1,IDK,0,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,8,93+1,IDK,0,,,,SL
042418-MB,5.442847365,F,KG,McKinley,English,0,,9,20+1,IDK,0,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,1,1+1,2,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,2,5+1,6,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,3,21+1,22,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,4,64+1,65,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,5,57+1,58,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,6,86+1,87,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,7,32+1,33,1,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,8,93+1,IDK,0,,,,SL
042418-MB2,5.681040383,F,KG,McKinley,English,0,,9,20+1,21,1,,,,SL
042418-MD,5.708418891,M,RMS,McKinley,English,0,,1,1+1,2,1,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,2,5+1,6,1,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,3,21+1,72,0,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,4,64+1,161,0,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,5,57+1,175,0,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,6,86+1,68,0,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,7,32+1,132,0,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,8,93+1,193,0,,,,KG
042418-MD,5.708418891,M,RMS,McKinley,English,0,,9,20+1,120,0,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,1,1+1,2,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,2,5+1,6,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,3,21+1,22,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,4,64+1,67,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,5,57+1,58,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,6,86+1,87,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,7,32+1,33,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,8,93+1,94,1,,,,KG
042418-ML,5.615331964,M,RMS,McKinley,English,0,,9,20+1,21,1,,,,KG
042418-RN,5.50308008,M,KG,McKinley,English,0,,1,1+1,2,1,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,2,5+1,6,1,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,3,21+1,22,1,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,4,64+1,IDK,0,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,5,57+1,87,0,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,6,86+1,2,0,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,7,32+1,33,1,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,8,93+1,4,0,,,,RMS
042418-RN,5.50308008,M,KG,McKinley,English,0,,9,20+1,2,0,,,,RMS
042418-RT,5.645448323,F,KG,McKinley,English,0,,1,1+1,2,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,2,5+1,6,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,3,21+1,22,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,4,64+1,6,0,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,5,57+1,58,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,6,86+1,87,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,7,32+1,33,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,8,93+1,94,1,,,,SL
042418-RT,5.645448323,F,KG,McKinley,English,0,,9,20+1,21,1,,,,SL
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,1,1+1,2,1,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,2,5+1,6,1,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,3,21+1,21,0,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,4,64+1,65,1,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,5,57+1,68,0,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,6,86+1,87,1,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,7,32+1,43,0,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,8,93+1,100,0,,,,KG
042518-MH,5.787816564,M,RMS,FUMCCV,English,0,,9,20+1,21,1,,,,KG
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",1,1+1,2,1,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",2,5+1,6,1,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",3,21+1,22,1,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",4,64+1,65,1,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",5,57+1,671,0,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",6,86+1,81,0,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",7,32+1,83,0,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",8,93+1,94,1,,,,SL
042518-PN,5.804243669,M,KG,McKinley,English,1,"speech impediment, can't distinguish numbers in count list",9,20+1,21,1,,,,SL
042618-ES,5.42642026,F,SL,McKinley,English,0,,1,1+1,2,1,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,2,5+1,6,1,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,3,21+1,idk,0,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,4,64+1,61,0,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,5,57+1,58,1,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,6,86+1,76,0,,,,KG
