SID,age,sex,experimenter,location,language,exclude,exclude_reason,trial,problem,num_answer,correct,notes,exclude_trial,exclude_trial_reason,double_coded
042618-ES,5.42642026,F,SL,McKinley,English,0,,7,32+1,31,0,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,8,93+1,94,1,,,,KG
042618-ES,5.42642026,F,SL,McKinley,English,0,,9,20+1,25,0,,,,KG
050218-MC,5.00752909,F,KG,Gillispie,English,0,,1,1+1,2,1,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,2,5+1,IDK,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,3,21+1,IDK,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,4,64+1,IDK,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,5,57+1,5,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,6,86+1,6,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,7,32+1,IDK,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,8,93+1,6,0,,,,SL
050218-MC,5.00752909,F,KG,Gillispie,English,0,,9,20+1,20,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,1,1+1,2,1,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,2,5+1,IDK,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,3,21+1,23,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,4,64+1,IDK,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,5,57+1,59,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,6,86+1,87,1,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,7,32+1,IDK,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,8,93+1,93,0,,,,SL
051618-ET,4.93908282,F,KG,Seaside,English,0,,9,20+1,23,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,1,1+1,2,1,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,2,5+1,5,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,3,21+1,20,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,4,64+1,60,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,5,57+1,7,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,6,86+1,89,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,7,32+1,34,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,8,93+1,35,0,,,,SL
051618-LG,4.887063655,M,KG,Seaside,English,0,,9,20+1,100,0,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,1,1+1,2,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,2,5+1,6,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,3,21+1,21,0,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,4,64+1,65,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,5,57+1,58,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,6,86+1,87,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,7,32+1,33,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,8,93+1,94,1,,,,SL
051618-RA,5.429158111,M,KG,Seaside,English,0,,9,20+1,21,1,,,,SL
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,1,1+1,2,1,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,2,5+1,40,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,3,21+1,15,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,4,64+1,17,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,5,57+1,18,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,6,86+1,29,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,7,32+1,86,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,8,93+1,87,0,,,,SG
052218-DG,4.813141684,M,KG,Adventure Days,English,0,,9,20+1,38,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,1,1+1,2,1,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,2,5+1,10,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,3,21+1,16,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,4,64+1,15,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,5,57+1,14,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,6,86+1,62,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,7,32+1,32,0,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,8,93+1,94,1,,,,SG
052218-PP,4.752908966,F,KG,Adventure Days,English,0,,9,20+1,26,0,,,,SG
052418-CP,5.095140315,M,KG,Northminster,English,0,,1,1+1,2,1,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,2,5+1,6,1,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,3,21+1,22,1,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,4,64+1,65,1,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,5,57+1,58,1,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,6,86+1,69,0,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,7,32+1,33,1,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,8,93+1,40,0,,,,SL
052418-CP,5.095140315,M,KG,Northminster,English,0,,9,20+1,21,1,,,,SL
052418-HS,5.35523614,M,SL,Northminster,English,0,,1,1+1,2,1,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,2,5+1,6,1,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,3,21+1,14,0,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,4,64+1,15,0,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,5,57+1,56,0,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,6,86+1,87,1,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,7,32+1,33,1,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,8,93+1,40,0,,,,Slu
052418-HS,5.35523614,M,SL,Northminster,English,0,,9,20+1,21,1,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,1,1+1,2,1,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,2,5+1,7,0,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,3,21+1,IDK,0,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,4,64+1,74,0,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,5,57+1,100,0,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,6,86+1,69,0,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,7,32+1,33,1,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,8,93+1,94,1,,,,Slu
052418-KJ,5.70020534,F,SL,Northminster,English,0,,9,20+1,21,1,,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,1,1+1,2,1,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,2,5+1,4,0,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,3,21+1,6,0,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,4,64+1,65,1,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,5,57+1,58,1,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,6,86+1,87,1,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,7,32+1,33,1,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,8,93+1,92,0,on video as 052418-MK,,,Slu
052418-MN,5.229295,F,SL,Northminster,English,0,,9,20+1,24,0,on video as 052418-MK,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,1,1+1,2,1,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,2,5+1,3,0,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,3,21+1,25,0,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,4,64+1,70,0,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,5,57+1,8,0,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,6,86+1,78,0,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,7,32+1,79,0,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,8,93+1,94,1,,,,Slu
052418-NC,4.73921971,F,KG,Northminster,English,0,,9,20+1,23,0,,,,Slu
052418-PS,3.58110883,F,KG,Northminster,English,0,,1,1+1,2,1,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,2,5+1,6,1,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,3,21+1,38,0,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,4,64+1,35,0,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,5,57+1,8,0,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,6,86+1,89,0,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,7,32+1,89,0,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,8,93+1,89,0,,,,SL
052418-PS,3.58110883,F,KG,Northminster,English,0,,9,20+1,6,0,,,,SL
052418-RM,4.678987,M,SL,Northminster,English,0,,1,1+1,2,1,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,2,5+1,IDK,0,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,3,21+1,IDK,0,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,4,64+1,IDK,0,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,5,57+1,IDK,0,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,6,86+1,IDK,0,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,7,32+1,33,1,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,8,93+1,32,0,,,,Slu
052418-RM,4.678987,M,SL,Northminster,English,0,,9,20+1,28,0,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,1,1+1,2,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,2,5+1,6,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,3,21+1,22,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,4,64+1,65,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,5,57+1,58,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,6,86+1,87,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,7,32+1,33,1,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,8,93+1,92,0,,,,Slu
052418-SM,5.423682409,F,SL,Northminster,English,0,,9,20+1,21,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,1,1+1,2,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,2,5+1,6,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,3,21+1,22,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,4,64+1,65,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,5,57+1,58,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,6,86+1,87,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,7,32+1,33,1,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,8,93+1,50,0,,,,Slu
052418-SP,4.50376454,F,SL,Northminster,English,0,,9,20+1,21,1,,,,Slu
052518-AA,5.08418891,M,SL,Northminster,English,0,,1,1+1,2,1,,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,2,5+1,6,1,,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,3,21+1,"""21 + 1""",0,Kid said,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,4,64+1,"""65+1""",0,Kid said,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,5,57+1,"""58+1""",0,Kid said,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,6,86+1,41,0,,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,7,32+1,"""32+1""",0,,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,8,93+1,94,0,,,,HF
052518-AA,5.08418891,M,SL,Northminster,English,0,,9,20+1,20 + 1,0,Kid said,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,9,20+1,30,0,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,1,1+1,2,1,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,2,5+1,"""5+6""",0,Kid said,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,3,21+1,24,0,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,4,64+1,65,1,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,5,57+1,68,0,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,6,86+1,89,0,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,7,32+1,31,0,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,8,93+1,90,0,,,,HF
052518-BA,5.08418891,M,SL,Northminster,English,0,,9,20+1,24,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,1,1+1,2,1,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,2,5+1,3,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,3,21+1,IDK,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,4,64+1,IDK,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,5,57+1,6,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,6,86+1,60,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,7,32+1,30,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,8,93+1,39,0,,,,HF
052518-KB,4.97467488,F,SL,Northminster,English,0,,9,20+1,38,0,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,1,1+1,2,1,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,2,5+1,6,1,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,3,21+1,73,0,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,4,64+1,65,1,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,5,57+1,79,0,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,6,86+1,27,0,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,7,32+1,33,1,,,,HF
052518-TC,4.81314168,M,SL,Northminster,English,0,,8,93+1,31,2,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,1,1+1,2,1,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,2,5+1,4,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,3,21+1,24,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,4,64+1,iDK,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,5,57+1,57,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,6,86+1,86,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,7,32+1,32,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,8,93+1,39,0,,,,HF
052918-JQ,4.443531828,M,CL,Lab,English,0,,9,20+1,21,1,,,,HF
053018-DA,4.098562628,M,CL,Gillispie,English,0,,1,1+1,3,0,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,2,5+1,7,0,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,3,21+1,IDK,0,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,4,64+1,67,0,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,5,57+1,58,1,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,6,86+1,87,1,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,7,32+1,31,0,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,8,93+1,92,0,,,,Slu
053018-DA,4.098562628,M,CL,Gillispie,English,0,,9,20+1,22,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,1,1+1,2,1,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,2,5+1,IDK,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,3,21+1,23,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,4,64+1,IDK,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,5,57+1,97,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,6,86+1,100,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,7,32+1,IDK,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,8,93+1,30,0,,,,Slu
053018-LP,5.119780972,M,CL,Gillispie,English,0,,9,20+1,IDK,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,1,1+1,2,1,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,2,5+1,4,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,3,21+1,100,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,4,64+1,60,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,5,57+1,57,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,6,86+1,86,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,7,32+1,48,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,8,93+1,93,0,,,,Slu
060118-EG,4.01368925,F,SL,Lab,English,0,,9,20+1,28,0,,,,Slu
060218-AK,5.04312115,F,CL,Fleet,English,0,,1,1+1,2,1,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,2,5+1,2,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,3,21+1,2,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,4,64+1,2,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,5,57+1,2,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,6,86+1,2,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,7,32+1,8,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,8,93+1,8,0,,,,SL
060218-AK,5.04312115,F,CL,Fleet,English,0,,9,20+1,8,0,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,1,1+1,2,1,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,2,5+1,6,1,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,3,21+1,22,1,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,4,64+1,65,1,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,5,57+1,56,0,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,6,86+1,89,0,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,7,32+1,33,1,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,8,93+1,94,1,,,,SL
060218-RS,4.955509925,M,CL,Fleet,English,0,,9,20+1,21,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,1,1+1,2,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,2,5+1,6,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,3,21+1,22,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,4,64+1,65,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,5,57+1,58,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,6,86+1,69,0,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,7,32+1,33,1,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,8,93+1,40,0,,,,SL
062418-CP,5.095140315,M,KG,Northminster,English,0,,9,20+1,21,1,,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,1,1+1,2,1,,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,2,5+1,IDK,0,,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,3,21+1,90-17-8,0,ninety-seventeen-eight,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,4,64+1,90-17-8,0,ninety-seventeen-eight,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,5,57+1,89,0,,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,6,86+1,80-17,0,eighty-seventeen,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,7,32+1,90-81,0,ninety-eighty one,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,8,93+1,80-17-1,0,eighty-seventeen-one,,,SL
062518-BS,4.090349076,F,AP,Northminster,English,0,,9,20+1,80-17-1-1,0,eighty-seventeen-one-one,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,1,1+1,2,1,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,2,5+1,6,1,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,3,21+1,30,0,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,4,64+1,65,1,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,5,57+1,58,1,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,6,86+1,90,0,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,7,32+1,IDK,0,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,8,93+1,94,1,,,,SL
062518-BW,3.846680356,M,AP,Northminster,English,0,,9,20+1,21,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,1,1+1,2,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,2,5+1,6,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,3,21+1,22,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,4,64+1,65,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,5,57+1,52,0,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,6,86+1,87,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,7,32+1,33,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,8,93+1,94,1,,,,SL
062618-AG,4.878850103,M,AP,Lab,English,0,,9,20+1,22,0,,,,SL
062918-SA,4.93908282,M,SLU,Lab,English,0,,1,1+1,2,1,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,2,5+1,6,1,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,3,21+1,25,0,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,4,64+1,64+1,0,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,5,57+1,57+1,0,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,6,86+1,32+1,0,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,7,32+1,93+1,0,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,8,93+1,20+1,0,,,,HF
062918-SA,4.93908282,M,SLU,Lab,English,0,,9,20+1,201,0,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,1,1+1,2,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,2,5+1,6,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,3,21+1,23,0,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,4,64+1,65,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,5,57+1,58,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,6,86+1,87,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,7,32+1,33,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,8,93+1,94,1,,,,HF
070218-SR,5.87268994,F,GS,Lab,English,0,,9,20+1,21,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,1,1+1,2,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,2,5+1,6,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,3,21+1,22,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,4,64+1,65,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,5,57+1,58,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,6,86+1,87,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,7,32+1,33,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,8,93+1,94,1,,,,HF
070318-SP,4.50376454,F,GS,Lab,English,0,,9,20+1,21,1,,,,HF